Week,Opponent,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Goal_Line,LOS_to_Goal,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards,Penalty_Team,Penalty_Type,Penalty_Yards,Home/Road
2,TEN,4,1:09,-1,2,10.0,-25,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,N/A,"Sack, Orakpo",-9.0,,,,,,,2 Eagle Even,4,0,75,-9.0,1,09,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-9.0,,,0.0,Home
2,TEN,4,1:04,-1,3,19.0,-16,Pass,11,"""-2x2+"", shotgun offset L",,N/A,,Ebron (R2),Catch,29.0,,,M,ID,,,Over,4,0,84,29.0,1,04,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,0.0,,,WR,2,Right,0.0,1.0,29.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
2,TEN,4,0:38,-1,1,10.0,-45,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,Tate (R1),Inc.,0.0,,,RS,S,,,Under,4,0,55,0.0,0,38,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
2,TEN,4,0:34,-1,2,10.0,-45,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,"Riddick (L RB, 2)",Catch,0.0,,,LS,S,,,2 Eagle Even,4,0,55,0.0,0,34,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
2,TEN,4,0:28,-1,3,10.0,-45,Pass,11,"""*1x3+"", shotgun offset L",RB bk,N/A,,Ebron (R3),Inc.,0.0,,,RS,S,,,Other Odd,4,0,55,0.0,0,28,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,1.0,RB,bk,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
3,GB,1,11:22,-7,1,10.0,-25,Pass,11,"""+2x2+"", pistol",,N/A,,Throwaway,Inc.,0.0,,,,,,,Over,4,0,75,0.0,11,22,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,1,9:11,-7,3,2.0,-47,Pass,11,"""*1x3-"", shotgun offset L",,N/A,,Tate (L1),Catch,3.0,,,LM,S,,,Over,4,0,53,3.0,9,11,1.0,1.0,3.0,0.0,Normal,Narrow,1.0,Left,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,1,8:32,-7,1,10.0,50,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,Ebron (L1),Catch,9.0,,,LM,S,,,Over,4,0,50,9.0,8,32,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,1,7:09,-7,3,2.0,42,Pass,21,"""-2x2+"", shotgun offset L",WR in,N/A,,Riddick (R2),Catch,12.0,,,M,S,,,Under,4,0,42,12.0,7,09,2.0,1.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,1.0,WR,in,WR,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,1,6:26,-7,1,10.0,30,Pass,13,"""+2x3+"", shotgun",,N/A,,Ebron (R2),Catch,5.0,,,RS,S,,,Under,4,0,30,5.0,6,26,1.0,3.0,1.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,1,4:58,-7,3,11.0,31,Pass,11,"""*2x2+"", shotgun offset R",,N/A,,Ebron (L2),Catch,14.0,,,LM,IS,,,Other Odd,4,0,31,14.0,4,58,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,1,3:38,-7,2,13.0,20,Pass,11,"""-1x3*"", shotgun offset L",WR in,N/A,,"Riddick (L RB, 2)",Catch,-3.0,,,RB Screen L,S,,,Over,4,0,20,-3.0,3,38,1.0,1.0,3.0,0.0,Narrow,Normal,1.0,Left,0.0,,1.0,WR,in,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-3.0,,,0.0,Road
3,GB,1,2:57,-7,3,16.0,23,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,Boldin (R3),Inc.,0.0,,,RS,IS,,,2 Eagle Even,4,0,23,0.0,2,57,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,1,0:53,-11,1,10.0,-21,Pass,12,"""*2x2+"", shotgun offset L",,N/A,,Ebron (R2),Inc.,0.0,,Soft,M,S,,,Over,4,0,79,0.0,0,53,1.0,2.0,2.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,1,0:49,-11,2,10.0,-21,Pass,12,"""*2x3+"", shotgun",RB orbit,N/A,,Riddick (R2),"LOS PD, Perry",0.0,,,RM,S,,,Over,4,0,79,0.0,0,49,1.0,2.0,2.0,0.0,Normal,Wide,1.0,,0.0,,1.0,RB,orbit,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,1,0:45,-11,3,10.0,-21,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,Tate (L1),Inc.,0.0,,,LS,S,,,Double A Gap,7,0,79,0.0,0,45,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,13:19,-18,1,10.0,-23,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,M. Jones (R1),Catch,38.0,,,RS,D,,,Over,4,0,77,38.0,13,19,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,1.0,38.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,2,11:52,-18,2,9.0,38,Pass,11,"""+2x2+"", pistol",,N/A,,Ebron (R2),"INT, Randall",,,,RM,S,,,Over,4,0,38,,11,52,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,10:15,-21,2,1.0,-34,Pass,11,"""+2x2*"", pistol",,N/A,,Tate (L2),Catch,12.0,,,LS,S,,,Over,4,0,66,12.0,10,15,1.0,1.0,3.0,0.0,Wide,Normal,0.0,,0.0,,0.0,,,TE,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,2,8:52,-21,2,9.0,-47,Pass,11,"""*2x2-"", couple R-, shotgun offset L",WR in,N/A,,Tate (R- CI),Inc.,0.0,,,RS,IS,,,Over,4,0,53,0.0,8,52,1.0,1.0,3.0,0.0,Normal,Narrow,1.0,Left,0.0,,1.0,WR,in,TE,,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,8:45,-21,3,9.0,-47,Pass,11,"""*1x3+"", shotgun offset R",RB bk,N/A,,Tate (R1),Catch,10.0,,,WR Screen R,S,,,Over,4,0,53,10.0,8,45,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Right,0.0,,1.0,RB,bk,TE,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,2,6:32,-21,3,11.0,44,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,Ebron (R3),Catch,20.0,,,RM,ID,,,Double A Gap,4,0,44,20.0,6,32,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,WR,3,Right,0.0,1.0,20.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,2,5:18,-21,2,11.0,25,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,M. Jones (L1),Inc.,0.0,,,LS,D,,,Over,4,0,25,0.0,5,18,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,5:11,-21,3,11.0,25,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,Boldin (L2),Inc.,0.0,,,LM,IS,,,2 Eagle Even,4,0,25,0.0,5,11,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,1:10,-28,1,10.0,-25,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,"Riddick (R RB, 2)",Catch,2.0,,,Swing R,S,,,Over,4,0,75,2.0,1,10,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,2,0:42,-28,2,8.0,-27,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,M. Jones (R1),"Catch, TD",73.0,,,RS,ID,,,2 Eagle Even,4,0,73,73.0,0,42,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,1.0,1.0,73.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,14:54,-21,1,10.0,-23,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,M. Jones (R1),Catch,23.0,,,RS,ID,,,Over,4,0,77,23.0,14,54,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,1.0,23.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,12:36,-21,1,10.0,41,Pass,11,"""+2x2*"", pistol",,N/A,,Boldin (L2),Catch,7.0,,,M,S,,,Over,4,0,41,7.0,12,36,1.0,1.0,3.0,0.0,Wide,Normal,0.0,,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,11:18,-21,1,10.0,27,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,"Riddick (R RB, 3)",Catch,6.0,,,M,S,,,Over,4,0,27,6.0,11,18,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,RB,3,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,10:40,-21,2,4.0,21,Pass,11,"""+2x2-"", pistol",,N/A,,Tate (L2),Catch,15.0,,,LS,S,,,Over,4,0,21,15.0,10,40,1.0,1.0,3.0,0.0,Wide,Narrow,0.0,,0.0,,0.0,,,TE,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,9:54,-21,1,6.0,6,Pass,20,"""+1x2+"", shotgun 2 RB",,N/A,,"Riddick (L RB, 2)",Catch,5.0,,,LS,S,,,Over,4,1,6,5.0,9,54,2.0,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,9:13,-21,2,1.0,1,Pass,11,"""*1x3-"", singleback",,N/A,,M. Jones (L1),Inc.,0.0,,,LS,S,,,Over,5,1,1,0.0,9,13,1.0,1.0,3.0,0.0,Normal,Narrow,0.0,,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,3,8:26,-21,4,2.0,2,Pass,11,"""-2x2+"", shotgun offset R",WR in,N/A,,Boldin (R2),"Catch, TD",2.0,,,RS,S,,,Over,4,1,2,2.0,8,26,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,1.0,WR,in,WR,2,Right,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,3:08,-17,1,10.0,-18,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,"Ebron (R LOS TE, 2)",Catch,21.0,,,M,IS,,,Over,4,0,82,21.0,3,08,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,TE,2,Right,0.0,1.0,21.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,1:51,-17,2,9.0,-40,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,"Wick (R LOS TE, 2)",Catch,13.0,,,M,S,,,Over,4,0,60,13.0,1,51,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,TE,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,3,0:36,-17,2,5.0,42,Pass,11,"""+2x2+"", pistol",,N/A,,Washington (RB 0),Catch,-3.0,,,Swing R,S,,,Under,4,0,42,-3.0,0,36,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,RB,0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-3.0,,,0.0,Road
3,GB,4,15:00,-17,3,8.0,45,Pass,10,"""+3x1*"", shotgun offset R",,N/A,,M. Jones (R1),Catch,17.0,,,RS,ID,,,2 Eagle Even,4,0,45,17.0,15,00,1.0,,,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,1.0,17.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,14:28,-17,1,10.0,28,Pass,21,"""+3x1*"", shotgun offset R",,N/A,,Riddick (L1),Inc.,0.0,,,LS,ID,,,Under,6,0,28,0.0,14,28,2.0,1.0,2.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,4,13:59,-17,2,20.0,38,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,M. Jones (R1),Catch,19.0,,,RS,ID,,,Under,4,0,38,19.0,13,59,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,1.0,19.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,13:18,-17,3,6.0,24,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,N/A,"Sack, Perry",-8.0,,,,,,,2 Eagle Even,4,0,24,-8.0,13,18,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-8.0,,,0.0,Road
3,GB,4,9:25,-14,1,10.0,-13,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,Boldin (L2),Catch,7.0,,Soft,RM,S,,,Over,4,0,87,7.0,9,25,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,8:24,-14,1,10.0,-25,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,N/A,"Sack, Fackrell",-9.0,,Soft,,,,,Over,4,0,75,-9.0,8,24,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-9.0,,,0.0,Road
3,GB,4,7:42,-14,2,19.0,-16,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Ebron (L2),Inc.,0.0,,,LM,D,,,Under,4,0,84,0.0,7,42,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,4,7:38,-14,3,19.0,-16,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,N/A,"Sack, Perry",0.0,,,,,,,2 Eagle Even,4,0,84,0.0,7,38,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,0.0,,,0.0,Road
3,GB,4,5:05,-14,1,10.0,-38,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,"Riddick (R RB, 2)",Catch,9.0,,,RB Screen R,S,,,Over,4,0,62,9.0,5,05,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,4:39,-14,2,1.0,-47,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,Boldin (L2),Catch,6.0,,,M,S,,,Over,4,0,53,6.0,4,39,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,4:10,-14,2,6.0,43,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,Roberts (R1),Inc.,0.0,,,RS,IS,,,Over,4,0,43,0.0,4,10,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
3,GB,4,4:05,-14,3,6.0,43,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,"Riddick (R RB, 2)",Catch,8.0,,,RM,S,,,Other Odd,4,0,43,8.0,4,05,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
3,GB,4,3:40,-14,1,10.0,35,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,M. Jones (R1),"Catch, TD",35.0,,,RM,D,,,Over,4,0,35,35.0,3,40,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,1.0,1.0,35.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,1,12:27,0,2,4.0,-26,Pass,11,"""-2x2-"", couple R-, shotgun offset R",,N/A,,Boldin (L1),Catch,1.0,,,WR Screen L,S,,,Under,4,0,74,1.0,12,27,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,1,11:54,0,3,3.0,-27,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,Ebron (L1),Inc.,0.0,,,LS,S,,,Over,4,0,73,0.0,11,54,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,1,6:31,-7,1,15.0,-11,Pass,11,"""+3x2+"", shotgun",,N/A,,Riddick (R2),Inc.,,"Illegal forward pass, Stafford, -5",,RS,IS,,,Other Odd,3,0,89,,6,31,1.0,1.0,3.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,Illegal forward pass,5.0,Road
4,CHI,1,6:22,-7,2,18.0,-8,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,"Riddick (R RB, 2)",Inc.,0.0,,,RS,S,,,Under,3,0,92,0.0,6,22,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,1,6:14,-7,3,18.0,-8,Pass,11,"""+3x1*"", shotgun offset L",,N/A,,M. Jones (R1),Inc.,0.0,,,M,S,,,Under,4,0,92,0.0,6,14,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,1,3:01,-7,2,5.0,-25,Pass,11,"""-2x2-"", shotgun offset L",,N/A,,Boldin (L1),Catch,5.0,,Soft,WR Screen L,S,,,Over,3,0,75,5.0,3,01,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,1,1:54,-7,2,9.0,-31,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,N/A,"Sack, Hicks",-7.0,,,,,,,Over,4,0,69,-7.0,1,54,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-7.0,,,0.0,Road
4,CHI,1,1:15,-7,3,16.0,-24,Pass,11,"""*2x2+"", shotgun offset R",,N/A,,"Washington (R RB, 3)",Catch,8.0,,,RB Screen R,S,,,Over,4,0,76,8.0,1,15,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Right,0.0,,0.0,,,RB,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,11:50,-7,1,10.0,-34,Pass,12,"""-3x1+"", closed L, dual TE LOS, singleback",WR in,N/A,,"Wick (L LOS TE, 1)",Inc.,0.0,,"Hard, roll",RS,D,,,Other Odd,4,0,66,0.0,11,50,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,WR,in,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,11:42,-7,2,10.0,-34,Pass,12,"""*1x3+"", shotgun offset L",,N/A,,"Riddick (L RB, 2)",Catch,4.0,,,LM,S,,,Under,4,0,66,4.0,11,42,1.0,2.0,2.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,11:14,-7,3,6.0,-38,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,"Riddick (R RB, 3)",Inc.,0.0,,,RS,S,,,Other Odd,4,0,62,0.0,11,14,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,6:14,-7,1,20.0,-28,Pass,11,"""+2x3+"", shotgun",,N/A,,M. Jones (L1),Catch,17.0,,,LM,S,,,Over,3,0,72,17.0,6,14,1.0,1.0,3.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1,Left,0.0,1.0,17.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,2,5:44,-7,2,3.0,-45,Pass,11,"""+2x2+"", pistol",TE in,N/A,,Tate (R1),Catch,1.0,,,WR Screen R,S,,,Over,4,0,55,1.0,5,44,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,4:38,-7,2,10.0,49,Pass,12,"""-3x1*"", shotgun offset R",,N/A,,"Lee (L LOS TE, 3)",Inc.,0.0,,,LS,S,,,Other Odd,4,0,49,0.0,4,38,1.0,2.0,2.0,0.0,Narrow,Normal,1.0,Right,0.0,,0.0,,,TE,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,4:33,-7,3,10.0,49,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,Boldin (L2),Catch,10.0,,,RM,IS,,,2 Eagle Even,4,0,49,10.0,4,33,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,2,3:53,-7,1,15.0,44,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,M. Jones (L1),Catch,6.0,,Soft,LM,S,,,Under,4,0,44,6.0,3,53,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,2:28,-7,3,2.0,31,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,Tate (R1),Inc.,0.0,,,RS,S,,,Under,4,0,31,0.0,2,28,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,0:39,-4,1,10.0,-40,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,M. Jones (L1),Catch,17.0,,,LM,D,,,2 Eagle Even,4,0,60,17.0,0,39,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Left,0.0,1.0,17.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,2,0:33,-4,1,10.0,43,Pass,11,"""*1x3+"", shotgun offset L",,N/A,,Ebron (R3),Catch,12.0,,,RS,IS,,,2 Eagle Even,4,0,43,12.0,0,33,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,2,0:27,-4,1,10.0,31,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,Tate (R1),Inc.,0.0,,,RS,D,,,2 Eagle Even,4,0,31,0.0,0,27,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,2,0:21,-4,2,10.0,31,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,"Riddick (L RB, 3)",Catch,9.0,,,M,S,,,Under,4,0,31,9.0,0,21,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
4,CHI,2,0:16,-4,3,1.0,22,Pass,11,"""*2x2+"", shotgun offset L",,N/A,,Tate (L1),Inc.,0.0,,,LS,S,,,Other Odd,3,0,22,0.0,0,16,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Road
4,CHI,3,13:03,-4,1,10.0,-44,Pass,11,"""+3x1+"", pistol",TE in,N/A,,M. Jones (R1),Catch,15.0,,,WR Screen R,S,,,Over,4,0,56,15.0,13,03,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Road
